"","method","island","survey_year","mpa_status","den_nontargeted","den_targeted","bm_nontargeted","bm_targeted","den_AAFF","den_AARG","den_ADAV","den_AFLA","den_AGUA","den_AHAR","den_AHOL","den_AINE","den_ANOB","den_AOCE","den_APFL","den_ATHE","den_ATHESPP","den_AVUL","den_BAITBALL","den_BATH","den_BFRE","den_BFREYOY","den_BOTH","den_BPOL","den_BRAY","den_CAGG","den_CGIG","den_CITH","den_CITHSPP","den_CLUP","den_COBS","den_COTSP","den_CPRI","den_CPUN","den_CPUNYOY","den_CSAT","den_CSOR","den_CSTI","den_CVEN","den_CVIO","den_CXAN","den_DMAC","den_EBIS","den_EJAC","den_EJOR","den_ELAT","den_EMBI","den_EMOR","den_ETAU","den_EWAL","den_GBY","den_GGAL","den_GLIN","den_GMAE","den_GMOR","den_GNIG","den_HANA","den_HARG","den_HAZU","den_HCAL","den_HCAR","den_HDEC","den_HELL","den_HEXA","den_HFRA","den_HGRI","den_HHEM","den_HLAG","den_HROS","den_HRUB","den_HSEM","den_HSEMYOY","den_HSPI","den_HSTE","den_HSTO","den_KGB","den_LARM","den_LBIL","den_LHIR","den_MCAL","den_MMIN","den_MMOL","den_NBLA","den_NCEP","den_OCAL","den_OCALYOY","den_OELO","den_OPIC","den_OTSH","den_OYB","den_OYT","den_PATR","den_PCAL","den_PCLA","den_PCLAYOY","den_PCOE","den_PFAL","den_PFUR","den_PGLA","den_PHOL","den_PLEU","den_PMAC","den_PMEL","den_PNEB","den_PNOT","den_PPRO","den_PTRI","den_PVIO","den_RALL","den_RBIN","den_RFSP","den_RFYOY","den_RHYP","den_RJOR","den_RNIC","den_RONSP","den_RRIC","den_RSTE","den_RTOX","den_RVAC","den_RYOY","den_SACA","den_SARG","den_SATR","den_SAUR","den_SCAL","den_SCAR","den_SCAU","den_SCHI","den_SCHR","den_SCOMSPP","den_SCON","den_SDAL","den_SDIA","den_SEBASTESSPP","den_SEBSPP","den_SENT","den_SFLA","den_SGIG","den_SGOO","den_SGUT","den_SHOP","den_SJAP","den_SLAL","den_SLEN","den_SLUC","den_SMAL","den_SMAR","den_SMEL","den_SMIN","den_SMYS","den_SMYSYOY","den_SNEB","den_SNIG","den_SPAU","den_SPAUYOY","den_SPIN","den_SPINYOY","den_SPUL","den_SPULYOY","den_SRAS","den_SROS","den_SRUB","den_SSAG","den_SSEM","den_SSER","den_STICH","den_STRE","den_SUMB","den_SXYR","den_SYNG","den_TCAL","den_Total","den_TPAC","den_TSEM","den_TSYM","den_UHAL","den_UnID.SMYS","den_UNK","den_URON","den_USAN","den_XCAL","den_XLIO","den_ZEXA","den_ZROS","bm_AAFF","bm_AARG","bm_ADAV","bm_AFLA","bm_AGUA","bm_AHAR","bm_AHOL","bm_AINE","bm_ANOB","bm_AOCE","bm_APFL","bm_ATHE","bm_ATHESPP","bm_AVUL","bm_BAITBALL","bm_BATH","bm_BFRE","bm_BFREYOY","bm_BOTH","bm_BPOL","bm_BRAY","bm_CAGG","bm_CGIG","bm_CITH","bm_CITHSPP","bm_CLUP","bm_COBS","bm_COTSP","bm_CPRI","bm_CPUN","bm_CPUNYOY","bm_CSAT","bm_CSOR","bm_CSTI","bm_CVEN","bm_CVIO","bm_CXAN","bm_DMAC","bm_EBIS","bm_EJAC","bm_EJOR","bm_ELAT","bm_EMBI","bm_EMOR","bm_ETAU","bm_EWAL","bm_GBY","bm_GGAL","bm_GLIN","bm_GMAE","bm_GMOR","bm_GNIG","bm_HANA","bm_HARG","bm_HAZU","bm_HCAL","bm_HCAR","bm_HDEC","bm_HELL","bm_HEXA","bm_HFRA","bm_HGRI","bm_HHEM","bm_HLAG","bm_HROS","bm_HRUB","bm_HSEM","bm_HSEMYOY","bm_HSPI","bm_HSTE","bm_HSTO","bm_KGB","bm_LARM","bm_LBIL","bm_LHIR","bm_MCAL","bm_MMIN","bm_MMOL","bm_NBLA","bm_NCEP","bm_OCAL","bm_OCALYOY","bm_OELO","bm_OPIC","bm_OTSH","bm_OYB","bm_OYT","bm_PATR","bm_PCAL","bm_PCLA","bm_PCLAYOY","bm_PCOE","bm_PFAL","bm_PFUR","bm_PGLA","bm_PHOL","bm_PLEU","bm_PMAC","bm_PMEL","bm_PNEB","bm_PNOT","bm_PPRO","bm_PTRI","bm_PVIO","bm_RALL","bm_RBIN","bm_RFSP","bm_RFYOY","bm_RHYP","bm_RJOR","bm_RNIC","bm_RONSP","bm_RRIC","bm_RSTE","bm_RTOX","bm_RVAC","bm_RYOY","bm_SACA","bm_SARG","bm_SATR","bm_SAUR","bm_SCAL","bm_SCAR","bm_SCAU","bm_SCHI","bm_SCHR","bm_SCOMSPP","bm_SCON","bm_SDAL","bm_SDIA","bm_SEBASTESSPP","bm_SEBSPP","bm_SENT","bm_SFLA","bm_SGIG","bm_SGOO","bm_SGUT","bm_SHOP","bm_SJAP","bm_SLAL","bm_SLEN","bm_SLUC","bm_SMAL","bm_SMAR","bm_SMEL","bm_SMIN","bm_SMYS","bm_SMYSYOY","bm_SNEB","bm_SNIG","bm_SPAU","bm_SPAUYOY","bm_SPIN","bm_SPINYOY","bm_SPUL","bm_SPULYOY","bm_SRAS","bm_SROS","bm_SRUB","bm_SSAG","bm_SSEM","bm_SSER","bm_STICH","bm_STRE","bm_SUMB","bm_SXYR","bm_SYNG","bm_TCAL","bm_Total","bm_TPAC","bm_TSEM","bm_TSYM","bm_UHAL","bm_UnID.SMYS","bm_UNK","bm_URON","bm_USAN","bm_XCAL","bm_XLIO","bm_ZEXA","bm_ZROS"
"11","CCFRP","Anacapa",2018,"MPA",0.2588453716,14.2694941565,0.195545847974906,10.1314596591936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164722032,0,0,0,0,0,0,0,11.9472073869,0.0266589604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1930726986,0,0,0,0,0,0,0,0,0,0,0.0905660377,0,0,1.1498856186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508647233,0.0203735144,0,0.0835268994,0.1661875277,0,0,0,0,0,0,0,0,0,0,0,0,0.1163091914,0,0,0,0,0,0,0,0,0,0.0494166095,0,0,0,0,0,0,0,0.4652437245,0,0,0,0,0,0,0,0,0.1463851264,0,0,0,0,14.5283395281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78608189073994,0.00531019493935326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156937266584816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174541926377071,0,0,0,0,0,0,0,0,0,0,0.0523495989553428,0,0,0.745848357892733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236832344678755,0.0206418988217828,0,0.034032499173006,0.147679611374936,0,0,0,0,0,0,0,0,0,0,0,0,0.045882654858499,0,0,0,0,0,0,0,0,0,0.0207344849229089,0,0,0,0,0,0,0,1.16006411078628,0,0,0,0,0,0,0,0,0.0944613172003408,0,0,0,0,10.3270055071685,0,0,0,0,0,0,0,0,0,0,0,0
"12","CCFRP","Anacapa",2018,"REF",0.149026733625,6.64736467675,0.0529737814571175,2.40439198849304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538549634,0.04813963025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100887103375,0,0,0,0,0,0,0,0,0,0,0.02650176675,0,0,0,0,0,0,0,0,0,0,0,0.02650176675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01391465675,0,0,0.0728714115,0.235799321,0,0,0,0.012919896625,0,0,0,0,0,0,0,0,0.187141473375,0,0,0,0,0,0,0,0,0.049994382625,0.0384615385,0,0,0,0,0,0,0,0.07652221775,0,0,0,0,0,0,0,0,0.36818661175,0,0,0,0,6.796391410375,0,0,0.019723865875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82102981563975,0.0103991859093171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425745955478004,0,0,0,0,0,0,0,0,0,0,0.00789935757823769,0,0,0,0,0,0,0,0,0,0,0,0.0337258428380304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415368436895663,0,0,0.024759145365052,0.12577168162058,0,0,0,0.00507629544212627,0,0,0,0,0,0,0,0,0.0738013470119823,0,0,0,0,0,0,0,0,0.0408955680627406,0.0209545589625939,0,0,0,0,0,0,0,0.0589780817735772,0,0,0,0,0,0,0,0,0.187346609829409,0,0,0,0,2.45736576995016,0,0,0.0106018570385815,0,0,0,0,0,0,0,0,0
"13","CCFRP","Anacapa",2019,"MPA",0.0593722632727273,15.5411360773636,0.0435401692001384,10.0521573686282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.839682901,0.0111773472727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183038438181818,0,0.048194916,0,0,0,0,0,0,0,0,0,0,0,0,0,1.494116993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537399447272727,0,0,0.0552825552727273,0.232597564909091,0,0,0,0.0552825552727273,0,0,0,0,0,0,0,0,0.0657252147272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368550368181818,0,0,0,0.471135924,0,0,0,0,0,0,0,0,0.218413542909091,0,0,0,0,15.6005083406364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51590341603691,0.00251829207451073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410218771256276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827254522043989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208803840728833,0,0,0.0262201946520847,0.247368832268332,0,0,0,0.0250020040434997,0,0,0,0,0,0,0,0,0.0302914275826718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522671229067957,0,0,0,1.17000796997527,0,0,0,0,0,0,0,0,0.136961495045738,0,0,0,0,10.0956975378283,0,0,0,0,0,0,0,0,0,0,0,0
"14","CCFRP","Anacapa",2019,"REF",0.0715705765,3.6955281701,0.0351834860899201,1.37400971394624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8627373808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715705765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267432442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130695226,0,0,0.0459574945,0.0872048987,0,0,0,0.0148148148,0,0,0,0,0,0,0,0,0.2623978568,0,0,0,0,0,0,0,0,0.0575139671,0.0555755673,0,0,0,0,0,0,0,0.0354578412,0,0,0.0333400039,0,0,0,0,0,0.2007155778,0,0,0,0,3.7670987466,0,0,0.0114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946100300094999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351834860899201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129586231277371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478674943819956,0,0,0.0226655265748472,0.0612356146370093,0,0,0,0.00366767475205116,0,0,0,0,0,0,0,0,0.13523374804039,0,0,0,0,0,0,0,0,0.0299726236368097,0.0159448167390608,0,0,0,0,0,0,0,0.0291704310750844,0,0,0.0037820038358086,0,0,0,0,0,0.108491601994248,0,0,0,0,1.40919320003616,0,0,0.000515193789061076,0,0,0,0,0,0,0,0,0
"15","CCFRP","Anacapa",2020,"MPA",0.0848959989166667,17.8852534321667,0.0725613730603472,12.0866559410558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9968279065833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848959989166667,0,0,0,0,0,0,0.0160771704166667,0,0,0,0,0,0.0306748466666667,1.68057743866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052540913,0,0,0.729238978916667,0,0,0.0179211469166667,0.0888184855833333,0,0,0,0,0,0,0,0,0.07083847525,0,0,0,0,0,0,0,0,0.13862619,0.243521846,0,0,0,0.0811739486666667,0,0,0,0.359425067666667,0,0,0.122549019583333,0,0,0,0,0,0.0896065821666667,0.153915263833333,0,0,0,17.9701494310833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03000708893426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725613730603473,0,0,0,0,0,0,0.018207075776194,0,0,0,0,0,0.0717249732826258,1.03065658548716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515747674581607,0,0,0.688262758645297,0,0,0.000807875565283946,0.0523805206441607,0,0,0,0,0,0,0,0,0.0392598106653304,0,0,0,0,0,0,0,0,0.199473368310455,0.121433483633375,0,0,0,0.0817154322672248,0,0,0,0.562463646257089,0,0,0.0278217839078259,0,0,0,0,0,0.0472993761886271,0.0643752695979954,0,0,0,12.1592173141161,0,0,0,0,0,0,0,0,0,0,0,0
"16","CCFRP","Anacapa",2020,"REF",0,3.76108760145455,0,1.6536216460947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251216831818182,0,0,0,2.45988214581818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325206199090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508628468181818,0.185477970545455,0,0,1.32875787545455,0.0422339826363636,0,0,0,0,0,0,0,0,0.300254030545455,0,0,0,0,0,0,0,0,0.029673141,0.208753554727273,0,0,0,0,0,0,0,0.0997766967272727,0,0,0.12779548,0,0,0,0,0,0.186174607727273,0.0125608415454545,0,0,0,3.76108760145455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878311777187883,0,0,0,0.91520549440153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369065780863126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203066019557867,0.108716169444466,0,0,0.226022593635192,0.022714215438603,0,0,0,0,0,0,0,0,0.142868351926129,0,0,0,0,0,0,0,0,0.0460713269431442,0.0766821451695753,0,0,0,0,0,0,0,0.166798195492305,0,0,0.016525748667368,0,0,0,0,0,0.0965723613663732,0.00337614542592127,0,0,0,1.6536216460947,0,0,0,0,0,0,0,0,0,0,0,0
"17","CCFRP","Santa Rosa",2017,"MPA",0,13.1935514433333,0,13.2784630079522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2150338665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495026381,0,0,0,0,0,0,0.2756053425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161053860333333,0,0,0.706878558166667,4.64867325066667,0,0.0197238658333333,0.081629617,0,0,0,0,0,0,0.0197238658333333,0,0,0.0375727973333333,0.0277777778333333,0,0,0,0,0,0.0197238658333333,0,0.132394194166667,0.878186906666667,0,0,0,0,0,0,0,0.406088553,0,0,0,0,0,0,0.150088357333333,0,0,0,0,0,0,13.1935514433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71678232311855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926483683946648,0,0,0,0,0,0,0.163414509841182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911489712382787,0,0,0.344642885219739,5.18698915509984,0,0.0114278794531648,0.0251224879970457,0,0,0,0,0,0,0.00167958038306408,0,0,0.0222451771419123,0.00441354038032722,0,0,0,0,0,0.0351549437793535,0,0.1881227805887,0.30028173578464,0,0,0,0,0,0,0,1.2380711492101,0,0,0,0,0,0,0.0476046927667208,0,0,0,0,0,0,13.2784630079522,0,0,0,0,0,0,0,0,0,0,0,0
"18","CCFRP","Santa Rosa",2017,"REF",0.0710315436666667,12.164278775,0.052536757965477,6.7484462434315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93680752183333,0.0407285133333333,0,0,0.0234494078333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464020093666667,0,0,0,0.0495207333333333,0,0,0.214757559166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303030303333333,0,0,0,0,0.441927752833333,0.0261597488333333,0,0.258256968333333,2.257604419,0,0.0486736431666667,2.25575234916667,0,0,0,0,0,0,0.0203832041666667,0,0,0,0,0,0,0,0,0,0.0145687645,0,0.0698660425,3.04136878083333,0,0,0,0,0,0,0,0.0750230561666667,0,0,0,0,0,0,0.221891076,0,0,0,0,0,0,12.2353103186667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42599249414363,0.00826503456948267,0,0,0.00282742128648025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906695262571462,0,0,0,0.00782288409327805,0,0,0.0770483956093224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442717233959943,0,0,0,0,0.190265009068728,0.0166653501230784,0,0.0832026242631237,1.69290504686771,0,0.0132027329133422,0.791139109944854,0,0,0,0,0,0,0.0103439780825726,0,0,0,0,0,0,0,0,0,0.0428391239166647,0,0.103396293469757,0.915406113116195,0,0,0,0,0,0,0,0.197005602004472,0,0,0,0,0,0,0.0628279119016845,0,0,0,0,0,0,6.80098300139698,0,0,0,0,0,0,0,0,0,0,0,0
"19","CCFRP","Santa Rosa",2018,"MPA",0,12.9879647412,0,12.4763768156628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304,0,0,0,5.1438617826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5428408868,0,0,0,0.1221440565,0,0,0.0195726636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2880899801,0,0,0.8697187559,4.4697143232,0,0.0587179907,0.0920570245,0,0,0,0,0,0,0,0,0,0.0349206349,0,0.0111111111,0,0,0,0,0.0304422288,0,0.2833299795,0.6509983926,0,0,0,0,0,0,0,0.393729892,0,0.0113528855,0,0,0,0,0,0,0.0467911573,0,0,0,0,12.9879647412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194357377309994,0,0,0,4.23444668041276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22709419084756,0,0,0,0.0236902729935858,0,0,0.0202876517003838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153336303976636,0,0,0.398675846933303,4.73307200423726,0,0.0415935741340885,0.0358593133587119,0,0,0,0,0,0,0,0,0,0.0225330948473393,0,0.00964102379868206,0,0,0,0,0.0450986305710931,0,0.382723162996984,0.180602616332447,0,0,0,0,0,0,0,0.975683592988446,0,0.00363350770611303,0,0,0,0,0,0,0.0319621112117135,0,0,0,0,12.4763768156628,0,0,0,0,0,0,0,0,0,0,0,0
"20","CCFRP","Santa Rosa",2018,"REF",0,11.1947418095,0,7.78278343251218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716424012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3727933254,0,0,0,0.1721005349,0,0.0194805195,0.0115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636364,0.1423591446,0.0265760555,0,0.6039858019,2.4952314639,0.0130067201,0,0.3721073162,0.023369036,0,0,0,0,0,0,0,0,0.0113636364,0,0.0467380721,0,0,0,0,0.0120072043,0,0.2768462567,2.0548052466,0,0,0,0,0,0,0,0.1907773866,0,0,0,0,0,0,0,0,0.0535452619,0,0,0,0,11.1947418095,0,0,0,0,0,0,0,0,0,0.0115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84807294119099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00039697748391,0,0,0,0.0351716395321839,0,0.0234184244376791,0.0119599607944131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125924751741461,0.0653209959042184,0.0228734603937697,0,0.252180998418449,2.24445316327872,0.0108604067612564,0,0.105785905953566,0.00880655639496139,0,0,0,0,0,0,0,0,0.00554927230408956,0,0.0425369760773439,0,0,0,0,0.029530801873942,0,0.289719313051902,0.541405629947443,0,0,0,0,0,0,0,0.506169138488753,0,0,0,0,0,0,0,0,0.0274859478112149,0,0,0,0,7.78278343251218,0,0,0,0,0,0,0,0,0,0,0,0
"21","CCFRP","Santa Rosa",2019,"MPA",0,15.5218710818889,0,16.12096389832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93867982622222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624287849555556,0,0,0,0.025120612,0,0,0.0115290387777778,0,0,0,0,0,0,0,0,0,0.0135915732222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772023538888889,0,0,0.488586698222222,4.71427023055556,0,0.0511345477777778,0.0375375502222222,0,0,0,0,0,0,0.0130463144444444,0,0,0.0370121952222222,0,0,0,0,0,0,0.0127836368888889,0,0.802621418111111,1.239451203,0,0,0,0,0,0,0,0.325694846888889,0,0,0.027704144,0,0,0,0.0273224043333333,0,0.0787858746666667,0.0130463144444444,0,0,0,15.5218710818889,0,0,0.0126382306666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6801735806917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56321000342076,0,0,0,0.0100107511493541,0,0,0.00890580221352092,0,0,0,0,0,0,0,0,0,0.0105994348110672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399064076249621,0,0,0.213876448765056,5.01031688511957,0,0.0248920768515127,0.0118650918603717,0,0,0,0,0,0,0.00852569434602574,0,0,0.0313950383947747,0,0,0,0,0,0,0.0243652268224683,0,1.08033849905513,0.66816880814698,0,0,0,0,0,0,0,0.681076208018956,0,0,0.00391025886057364,0,0,0,0.00960124989884072,0,0.046653788824362,0.00503773530433733,0,0,0,16.12096389832,0,0,0.00419656777174998,0,0,0,0,0,0,0,0,0
